,Country ISO3,Country Name,Indicator,Subindicator Type,Year,value,Dataset,Lneding group,Region
47101,SSD,South Sudan,Enforcing Contracts,Total,2013,228,DB,IDA,Sub-Saharan Africa
47102,SSD,South Sudan,Enforcing Contracts Cost % of claim,Total,2013,30,DB,IDA,Sub-Saharan Africa
47107,SSD,South Sudan,Registering Property: Procedures,Total,2013,9,DB,IDA,Sub-Saharan Africa
47109,SSD,South Sudan,Rule of Law,Estimate,2013,-1.51,WDI,IDA,Sub-Saharan Africa
47110,SSD,South Sudan,Time required to register property (days),Total,2013,50,DB,IDA,Sub-Saharan Africa
47111,STP,Sao Tome and Principe,Enforcing Contracts,Total,2013,1065,DB,IDA,Sub-Saharan Africa
47112,STP,Sao Tome and Principe,Enforcing Contracts Cost % of claim,Total,2013,50.5,DB,IDA,Sub-Saharan Africa
47118,STP,Sao Tome and Principe,Registering Property: Procedures,Total,2013,8,DB,IDA,Sub-Saharan Africa
47120,STP,Sao Tome and Principe,Rule of Law,Estimate,2013,-0.77,WDI,IDA,Sub-Saharan Africa
47121,STP,Sao Tome and Principe,Time required to register property (days),Total,2013,52,DB,IDA,Sub-Saharan Africa
47127,SUR,Suriname,Enforcing Contracts,Total,2013,1715,DB,IBRD,Latin America & Caribbean
47128,SUR,Suriname,Enforcing Contracts Cost % of claim,Total,2013,37.1,DB,IBRD,Latin America & Caribbean
47137,SUR,Suriname,Registering Property: Procedures,Total,2013,6,DB,IBRD,Latin America & Caribbean
47139,SUR,Suriname,Rule of Law,Estimate,2013,-0.05,WDI,IBRD,Latin America & Caribbean
47141,SUR,Suriname,Time required to register property (days),Total,2013,106,DB,IBRD,Latin America & Caribbean
47142,SVK,Slovak Republic,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,8.8,ES,..,Europe & Central Asia
47143,SVK,Slovak Republic,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,13.3,ES,..,Europe & Central Asia
47144,SVK,Slovak Republic,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,1.4,ES,..,Europe & Central Asia
47145,SVK,Slovak Republic,Crime / Percent of firms paying for security,Total,2013,54.8,ES,..,Europe & Central Asia
47146,SVK,Slovak Republic,Enforcing Contracts,Total,2013,615,DB,..,Europe & Central Asia
47147,SVK,Slovak Republic,Enforcing Contracts Cost % of claim,Total,2013,30.6,DB,..,Europe & Central Asia
47153,SVK,Slovak Republic,Registering Property: Procedures,Total,2013,3,DB,..,Europe & Central Asia
47155,SVK,Slovak Republic,Rule of Law,Estimate,2013,0.48,WDI,..,Europe & Central Asia
47156,SVK,Slovak Republic,Time required to register property (days),Total,2013,16.5,DB,..,Europe & Central Asia
47157,SVN,Slovenia,Civil justice is effectively enforced,Total,2013,0.41,WJP,..,Europe & Central Asia
47158,SVN,Slovenia,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,11.9,ES,..,Europe & Central Asia
47159,SVN,Slovenia,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,11,ES,..,Europe & Central Asia
47160,SVN,Slovenia,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,0.2,ES,..,Europe & Central Asia
47161,SVN,Slovenia,Crime / Percent of firms paying for security,Total,2013,52.4,ES,..,Europe & Central Asia
47162,SVN,Slovenia,Enforcing Contracts,Total,2013,1270,DB,..,Europe & Central Asia
47163,SVN,Slovenia,Enforcing Contracts Cost % of claim,Total,2013,12.7,DB,..,Europe & Central Asia
47165,SVN,Slovenia,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.75,WJP,..,Europe & Central Asia
47166,SVN,Slovenia,Government officials in the police and the military do not use public office for private gain,Total,2013,0.6,WJP,..,Europe & Central Asia
47167,SVN,Slovenia,Government regulations are applied and enforced without improper influence,Total,2013,0.56,WJP,..,Europe & Central Asia
47172,SVN,Slovenia,Registering Property: Procedures,Total,2013,5,DB,..,Europe & Central Asia
47174,SVN,Slovenia,Rule of Law,Estimate,2013,1,WDI,..,Europe & Central Asia
47175,SVN,Slovenia,The right to life and security of the person is effectively guaranteed,Total,2013,0.91,WJP,..,Europe & Central Asia
47176,SVN,Slovenia,Time required to register property (days),Total,2013,79.5,DB,..,Europe & Central Asia
47177,SWE,Sweden,Civil justice is effectively enforced,Total,2013,0.83,WJP,..,Europe & Central Asia
47182,SWE,Sweden,Enforcing Contracts,Total,2013,483,DB,..,Europe & Central Asia
47183,SWE,Sweden,Enforcing Contracts Cost % of claim,Total,2013,31.2,DB,..,Europe & Central Asia
47185,SWE,Sweden,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.96,WJP,..,Europe & Central Asia
47186,SWE,Sweden,Government officials in the police and the military do not use public office for private gain,Total,2013,0.98,WJP,..,Europe & Central Asia
47187,SWE,Sweden,Government regulations are applied and enforced without improper influence,Total,2013,0.91,WJP,..,Europe & Central Asia
47192,SWE,Sweden,Registering Property: Procedures,Total,2013,1,DB,..,Europe & Central Asia
47194,SWE,Sweden,Rule of Law,Estimate,2013,1.97,WDI,..,Europe & Central Asia
47195,SWE,Sweden,The right to life and security of the person is effectively guaranteed,Total,2013,0.97,WJP,..,Europe & Central Asia
47196,SWE,Sweden,Time required to register property (days),Total,2013,28,DB,..,Europe & Central Asia
47201,SWZ,Swaziland,Enforcing Contracts,Total,2013,956,DB,IBRD,Sub-Saharan Africa
47202,SWZ,Swaziland,Enforcing Contracts Cost % of claim,Total,2013,56.1,DB,IBRD,Sub-Saharan Africa
47208,SWZ,Swaziland,Registering Property: Procedures,Total,2013,9,DB,IBRD,Sub-Saharan Africa
47210,SWZ,Swaziland,Rule of Law,Estimate,2013,-0.46,WDI,IBRD,Sub-Saharan Africa
47211,SWZ,Swaziland,Time required to register property (days),Total,2013,21,DB,IBRD,Sub-Saharan Africa
47212,SYC,Seychelles,Enforcing Contracts,Total,2013,915,DB,IBRD,Sub-Saharan Africa
47213,SYC,Seychelles,Enforcing Contracts Cost % of claim,Total,2013,15.4,DB,IBRD,Sub-Saharan Africa
47219,SYC,Seychelles,Registering Property: Procedures,Total,2013,4,DB,IBRD,Sub-Saharan Africa
47221,SYC,Seychelles,Rule of Law,Estimate,2013,0.07,WDI,IBRD,Sub-Saharan Africa
47222,SYC,Seychelles,Time required to register property (days),Total,2013,33,DB,IBRD,Sub-Saharan Africa
47226,SYR,Syrian Arab Republic,Enforcing Contracts,Total,2013,872,DB,IDA,Middle East & North Africa
47227,SYR,Syrian Arab Republic,Enforcing Contracts Cost % of claim,Total,2013,29.3,DB,IDA,Middle East & North Africa
47232,SYR,Syrian Arab Republic,Registering Property: Procedures,Total,2013,4,DB,IDA,Middle East & North Africa
47234,SYR,Syrian Arab Republic,Rule of Law,Estimate,2013,-1.41,WDI,IDA,Middle East & North Africa
47235,SYR,Syrian Arab Republic,Time required to register property (days),Total,2013,19,DB,IDA,Middle East & North Africa
47240,TCD,Chad,Enforcing Contracts,Total,2013,743,DB,IDA,Sub-Saharan Africa
47241,TCD,Chad,Enforcing Contracts Cost % of claim,Total,2013,45.7,DB,IDA,Sub-Saharan Africa
47247,TCD,Chad,Registering Property: Procedures,Total,2013,6,DB,IDA,Sub-Saharan Africa
47249,TCD,Chad,Rule of Law,Estimate,2013,-1.38,WDI,IDA,Sub-Saharan Africa
47250,TCD,Chad,Time required to register property (days),Total,2013,44,DB,IDA,Sub-Saharan Africa
47255,TGO,Togo,Enforcing Contracts,Total,2013,588,DB,IDA,Sub-Saharan Africa
47256,TGO,Togo,Enforcing Contracts Cost % of claim,Total,2013,47.5,DB,IDA,Sub-Saharan Africa
47262,TGO,Togo,Registering Property: Procedures,Total,2013,5,DB,IDA,Sub-Saharan Africa
47264,TGO,Togo,Rule of Law,Estimate,2013,-0.97,WDI,IDA,Sub-Saharan Africa
47265,TGO,Togo,Time required to register property (days),Total,2013,295,DB,IDA,Sub-Saharan Africa
47266,THA,Thailand,Civil justice is effectively enforced,Total,2013,0.36,WJP,IBRD,East Asia & Pacific
47271,THA,Thailand,Enforcing Contracts,Total,2013,440,DB,IBRD,East Asia & Pacific
47272,THA,Thailand,Enforcing Contracts Cost % of claim,Total,2013,12.4,DB,IBRD,East Asia & Pacific
47274,THA,Thailand,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.58,WJP,IBRD,East Asia & Pacific
47275,THA,Thailand,Government officials in the police and the military do not use public office for private gain,Total,2013,0.56,WJP,IBRD,East Asia & Pacific
47276,THA,Thailand,Government regulations are applied and enforced without improper influence,Total,2013,0.62,WJP,IBRD,East Asia & Pacific
47281,THA,Thailand,Registering Property: Procedures,Total,2013,5,DB,IBRD,East Asia & Pacific
47283,THA,Thailand,Rule of Law,Estimate,2013,-0.12,WDI,IBRD,East Asia & Pacific
47284,THA,Thailand,The right to life and security of the person is effectively guaranteed,Total,2013,0.6,WJP,IBRD,East Asia & Pacific
47285,THA,Thailand,Time required to register property (days),Total,2013,7,DB,IBRD,East Asia & Pacific
47286,TJK,Tajikistan,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,4.1,ES,IDA,Europe & Central Asia
47287,TJK,Tajikistan,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,5.2,ES,IDA,Europe & Central Asia
47288,TJK,Tajikistan,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,1.1,ES,IDA,Europe & Central Asia
47289,TJK,Tajikistan,Crime / Percent of firms paying for security,Total,2013,65.1,ES,IDA,Europe & Central Asia
47290,TJK,Tajikistan,Enforcing Contracts,Total,2013,430,DB,IDA,Europe & Central Asia
47291,TJK,Tajikistan,Enforcing Contracts Cost % of claim,Total,2013,25.5,DB,IDA,Europe & Central Asia
47297,TJK,Tajikistan,Registering Property: Procedures,Total,2013,6,DB,IDA,Europe & Central Asia
47299,TJK,Tajikistan,Rule of Law,Estimate,2013,-1.25,WDI,IDA,Europe & Central Asia
47300,TJK,Tajikistan,Time required to register property (days),Total,2013,37,DB,IDA,Europe & Central Asia
47302,TKM,Turkmenistan,Rule of Law,Estimate,2013,-1.39,WDI,IBRD,Europe & Central Asia
47307,TLS,Timor-Leste,Enforcing Contracts,Total,2013,1285,DB,Blend,East Asia & Pacific
47308,TLS,Timor-Leste,Enforcing Contracts Cost % of claim,Total,2013,163.2,DB,Blend,East Asia & Pacific
47313,TLS,Timor-Leste,Rule of Law,Estimate,2013,-1.21,WDI,Blend,East Asia & Pacific
47318,TON,Tonga,Enforcing Contracts,Total,2013,350,DB,IDA,East Asia & Pacific
47319,TON,Tonga,Enforcing Contracts Cost % of claim,Total,2013,30.5,DB,IDA,East Asia & Pacific
47325,TON,Tonga,Registering Property: Procedures,Total,2013,4,DB,IDA,East Asia & Pacific
47327,TON,Tonga,Rule of Law,Estimate,2013,-0.01,WDI,IDA,East Asia & Pacific
47328,TON,Tonga,Time required to register property (days),Total,2013,112,DB,IDA,East Asia & Pacific
47334,TTO,Trinidad and Tobago,Enforcing Contracts,Total,2013,1340,DB,IBRD,Latin America & Caribbean
47335,TTO,Trinidad and Tobago,Enforcing Contracts Cost % of claim,Total,2013,33.5,DB,IBRD,Latin America & Caribbean
47344,TTO,Trinidad and Tobago,Registering Property: Procedures,Total,2013,9,DB,IBRD,Latin America & Caribbean
47346,TTO,Trinidad and Tobago,Rule of Law,Estimate,2013,-0.17,WDI,IBRD,Latin America & Caribbean
47348,TTO,Trinidad and Tobago,Time required to register property (days),Total,2013,77,DB,IBRD,Latin America & Caribbean
47349,TUN,Tunisia,Civil justice is effectively enforced,Total,2013,0.36,WJP,IBRD,Middle East & North Africa
47350,TUN,Tunisia,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,3.2,ES,IBRD,Middle East & North Africa
47351,TUN,Tunisia,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,12,ES,IBRD,Middle East & North Africa
47352,TUN,Tunisia,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,1,ES,IBRD,Middle East & North Africa
47353,TUN,Tunisia,Crime / Percent of firms paying for security,Total,2013,68.7,ES,IBRD,Middle East & North Africa
47354,TUN,Tunisia,Enforcing Contracts,Total,2013,565,DB,IBRD,Middle East & North Africa
47355,TUN,Tunisia,Enforcing Contracts Cost % of claim,Total,2013,21.8,DB,IBRD,Middle East & North Africa
47357,TUN,Tunisia,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.55,WJP,IBRD,Middle East & North Africa
47358,TUN,Tunisia,Government officials in the police and the military do not use public office for private gain,Total,2013,0.48,WJP,IBRD,Middle East & North Africa
47359,TUN,Tunisia,Government regulations are applied and enforced without improper influence,Total,2013,0.55,WJP,IBRD,Middle East & North Africa
47364,TUN,Tunisia,Registering Property: Procedures,Total,2013,4,DB,IBRD,Middle East & North Africa
47366,TUN,Tunisia,Rule of Law,Estimate,2013,-0.19,WDI,IBRD,Middle East & North Africa
47367,TUN,Tunisia,The right to life and security of the person is effectively guaranteed,Total,2013,0.54,WJP,IBRD,Middle East & North Africa
47368,TUN,Tunisia,Time required to register property (days),Total,2013,39,DB,IBRD,Middle East & North Africa
47369,TUR,Turkey,Civil justice is effectively enforced,Total,2013,0.43,WJP,IBRD,Europe & Central Asia
47370,TUR,Turkey,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,2.8,ES,IBRD,Europe & Central Asia
47371,TUR,Turkey,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,6.8,ES,IBRD,Europe & Central Asia
47372,TUR,Turkey,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,1,ES,IBRD,Europe & Central Asia
47373,TUR,Turkey,Crime / Percent of firms paying for security,Total,2013,58.2,ES,IBRD,Europe & Central Asia
47374,TUR,Turkey,Enforcing Contracts,Total,2013,420,DB,IBRD,Europe & Central Asia
47375,TUR,Turkey,Enforcing Contracts Cost % of claim,Total,2013,24.9,DB,IBRD,Europe & Central Asia
47377,TUR,Turkey,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.61,WJP,IBRD,Europe & Central Asia
47378,TUR,Turkey,Government officials in the police and the military do not use public office for private gain,Total,2013,0.54,WJP,IBRD,Europe & Central Asia
47379,TUR,Turkey,Government regulations are applied and enforced without improper influence,Total,2013,0.47,WJP,IBRD,Europe & Central Asia
47384,TUR,Turkey,Registering Property: Procedures,Total,2013,7,DB,IBRD,Europe & Central Asia
47386,TUR,Turkey,Rule of Law,Estimate,2013,0.07,WDI,IBRD,Europe & Central Asia
47387,TUR,Turkey,The right to life and security of the person is effectively guaranteed,Total,2013,0.54,WJP,IBRD,Europe & Central Asia
47388,TUR,Turkey,Time required to register property (days),Total,2013,7,DB,IBRD,Europe & Central Asia
47389,TUV,Tuvalu,Rule of Law,Estimate,2013,0.49,WDI,IDA,East Asia & Pacific
47390,TZA,Tanzania,Civil justice is effectively enforced,Total,2013,0.53,WJP,IDA,Sub-Saharan Africa
47391,TZA,Tanzania,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,34,ES,IDA,Sub-Saharan Africa
47392,TZA,Tanzania,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,26.2,ES,IDA,Sub-Saharan Africa
47393,TZA,Tanzania,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,1.9,ES,IDA,Sub-Saharan Africa
47394,TZA,Tanzania,Crime / Percent of firms paying for security,Total,2013,80.4,ES,IDA,Sub-Saharan Africa
47395,TZA,Tanzania,Enforcing Contracts,Total,2013,515,DB,IDA,Sub-Saharan Africa
47396,TZA,Tanzania,Enforcing Contracts Cost % of claim,Total,2013,14.3,DB,IDA,Sub-Saharan Africa
47398,TZA,Tanzania,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.41,WJP,IDA,Sub-Saharan Africa
47399,TZA,Tanzania,Government officials in the police and the military do not use public office for private gain,Total,2013,0.4,WJP,IDA,Sub-Saharan Africa
47400,TZA,Tanzania,Government regulations are applied and enforced without improper influence,Total,2013,0.33,WJP,IDA,Sub-Saharan Africa
47405,TZA,Tanzania,Registering Property: Procedures,Total,2013,8,DB,IDA,Sub-Saharan Africa
47407,TZA,Tanzania,Rule of Law,Estimate,2013,-0.47,WDI,IDA,Sub-Saharan Africa
47408,TZA,Tanzania,The right to life and security of the person is effectively guaranteed,Total,2013,0.46,WJP,IDA,Sub-Saharan Africa
47409,TZA,Tanzania,Time required to register property (days),Total,2013,67,DB,IDA,Sub-Saharan Africa
47410,UGA,Uganda,Civil justice is effectively enforced,Total,2013,0.54,WJP,IDA,Sub-Saharan Africa
47411,UGA,Uganda,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,14.9,ES,IDA,Sub-Saharan Africa
47412,UGA,Uganda,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,15.8,ES,IDA,Sub-Saharan Africa
47413,UGA,Uganda,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,0.7,ES,IDA,Sub-Saharan Africa
47414,UGA,Uganda,Crime / Percent of firms paying for security,Total,2013,55.3,ES,IDA,Sub-Saharan Africa
47415,UGA,Uganda,Enforcing Contracts,Total,2013,490,DB,IDA,Sub-Saharan Africa
47416,UGA,Uganda,Enforcing Contracts Cost % of claim,Total,2013,31.3,DB,IDA,Sub-Saharan Africa
47418,UGA,Uganda,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.43,WJP,IDA,Sub-Saharan Africa
47419,UGA,Uganda,Government officials in the police and the military do not use public office for private gain,Total,2013,0.25,WJP,IDA,Sub-Saharan Africa
47420,UGA,Uganda,Government regulations are applied and enforced without improper influence,Total,2013,0.28,WJP,IDA,Sub-Saharan Africa
47425,UGA,Uganda,Registering Property: Procedures,Total,2013,10,DB,IDA,Sub-Saharan Africa
47427,UGA,Uganda,Rule of Law,Estimate,2013,-0.34,WDI,IDA,Sub-Saharan Africa
47428,UGA,Uganda,The right to life and security of the person is effectively guaranteed,Total,2013,0.33,WJP,IDA,Sub-Saharan Africa
47429,UGA,Uganda,Time required to register property (days),Total,2013,46,DB,IDA,Sub-Saharan Africa
47430,UKR,Ukraine,Civil justice is effectively enforced,Total,2013,0.46,WJP,IBRD,Europe & Central Asia
47431,UKR,Ukraine,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,4.4,ES,IBRD,Europe & Central Asia
47432,UKR,Ukraine,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,12.9,ES,IBRD,Europe & Central Asia
47433,UKR,Ukraine,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,1.1,ES,IBRD,Europe & Central Asia
47434,UKR,Ukraine,Crime / Percent of firms paying for security,Total,2013,77.2,ES,IBRD,Europe & Central Asia
47435,UKR,Ukraine,Enforcing Contracts,Total,2013,378,DB,IBRD,Europe & Central Asia
47436,UKR,Ukraine,Enforcing Contracts Cost % of claim,Total,2013,46.3,DB,IBRD,Europe & Central Asia
47438,UKR,Ukraine,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.38,WJP,IBRD,Europe & Central Asia
47439,UKR,Ukraine,Government officials in the police and the military do not use public office for private gain,Total,2013,0.38,WJP,IBRD,Europe & Central Asia
47440,UKR,Ukraine,Government regulations are applied and enforced without improper influence,Total,2013,0.25,WJP,IBRD,Europe & Central Asia
47445,UKR,Ukraine,Registering Property: Procedures,Total,2013,8,DB,IBRD,Europe & Central Asia
47447,UKR,Ukraine,Rule of Law,Estimate,2013,-0.8,WDI,IBRD,Europe & Central Asia
47448,UKR,Ukraine,The right to life and security of the person is effectively guaranteed,Total,2013,0.56,WJP,IBRD,Europe & Central Asia
47449,UKR,Ukraine,Time required to register property (days),Total,2013,45,DB,IBRD,Europe & Central Asia
47450,URY,Uruguay,Civil justice is effectively enforced,Total,2013,0.72,WJP,IBRD,Latin America & Caribbean
47455,URY,Uruguay,Enforcing Contracts,Total,2013,725,DB,IBRD,Latin America & Caribbean
47456,URY,Uruguay,Enforcing Contracts Cost % of claim,Total,2013,23.2,DB,IBRD,Latin America & Caribbean
47458,URY,Uruguay,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.81,WJP,IBRD,Latin America & Caribbean
47459,URY,Uruguay,Government officials in the police and the military do not use public office for private gain,Total,2013,0.77,WJP,IBRD,Latin America & Caribbean
47460,URY,Uruguay,Government regulations are applied and enforced without improper influence,Total,2013,0.82,WJP,IBRD,Latin America & Caribbean
47465,URY,Uruguay,Registering Property: Procedures,Total,2013,8,DB,IBRD,Latin America & Caribbean
47467,URY,Uruguay,Rule of Law,Estimate,2013,0.56,WDI,IBRD,Latin America & Caribbean
47468,URY,Uruguay,The right to life and security of the person is effectively guaranteed,Total,2013,0.81,WJP,IBRD,Latin America & Caribbean
47469,URY,Uruguay,Time required to register property (days),Total,2013,66,DB,IBRD,Latin America & Caribbean
47470,USA,United States,Civil justice is effectively enforced,Total,2013,0.63,WJP,..,North America
47471,USA,United States,Enforcing Contracts,Total,2013,420,DB,..,North America
47472,USA,United States,Enforcing Contracts Cost % of claim,Total,2013,30.5,DB,..,North America
47474,USA,United States,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.88,WJP,..,North America
47475,USA,United States,Government officials in the police and the military do not use public office for private gain,Total,2013,0.83,WJP,..,North America
47476,USA,United States,Government regulations are applied and enforced without improper influence,Total,2013,0.85,WJP,..,North America
47480,USA,United States,Registering Property: Procedures,Total,2013,4.4,DB,..,North America
47482,USA,United States,Rule of Law,Estimate,2013,1.56,WDI,..,North America
47483,USA,United States,The right to life and security of the person is effectively guaranteed,Total,2013,0.76,WJP,..,North America
47484,USA,United States,Time required to register property (days),Total,2013,15.2,DB,..,North America
47485,UZB,Uzbekistan,Civil justice is effectively enforced,Total,2013,0.51,WJP,Blend,Europe & Central Asia
47486,UZB,Uzbekistan,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,0.7,ES,Blend,Europe & Central Asia
47487,UZB,Uzbekistan,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,0.7,ES,Blend,Europe & Central Asia
47488,UZB,Uzbekistan,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,0,ES,Blend,Europe & Central Asia
47489,UZB,Uzbekistan,Crime / Percent of firms paying for security,Total,2013,20,ES,Blend,Europe & Central Asia
47490,UZB,Uzbekistan,Enforcing Contracts,Total,2013,225,DB,Blend,Europe & Central Asia
47491,UZB,Uzbekistan,Enforcing Contracts Cost % of claim,Total,2013,20.5,DB,Blend,Europe & Central Asia
47493,UZB,Uzbekistan,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.29,WJP,Blend,Europe & Central Asia
47494,UZB,Uzbekistan,Government officials in the police and the military do not use public office for private gain,Total,2013,0.33,WJP,Blend,Europe & Central Asia
47495,UZB,Uzbekistan,Government regulations are applied and enforced without improper influence,Total,2013,0.5,WJP,Blend,Europe & Central Asia
47500,UZB,Uzbekistan,Registering Property: Procedures,Total,2013,12,DB,Blend,Europe & Central Asia
47502,UZB,Uzbekistan,Rule of Law,Estimate,2013,-1.23,WDI,Blend,Europe & Central Asia
47503,UZB,Uzbekistan,The right to life and security of the person is effectively guaranteed,Total,2013,0.3,WJP,Blend,Europe & Central Asia
47504,UZB,Uzbekistan,Time required to register property (days),Total,2013,62,DB,Blend,Europe & Central Asia
47510,VCT,St. Vincent and the Grenadines,Enforcing Contracts,Total,2013,595,DB,Blend,Latin America & Caribbean
47511,VCT,St. Vincent and the Grenadines,Enforcing Contracts Cost % of claim,Total,2013,30.3,DB,Blend,Latin America & Caribbean
47520,VCT,St. Vincent and the Grenadines,Registering Property: Procedures,Total,2013,7,DB,Blend,Latin America & Caribbean
47522,VCT,St. Vincent and the Grenadines,Rule of Law,Estimate,2013,0.88,WDI,Blend,Latin America & Caribbean
47524,VCT,St. Vincent and the Grenadines,Time required to register property (days),Total,2013,38,DB,Blend,Latin America & Caribbean
47525,VEN,"Venezuela, RB",Civil justice is effectively enforced,Total,2013,0.2,WJP,IBRD,Latin America & Caribbean
47530,VEN,"Venezuela, RB",Enforcing Contracts,Total,2013,720,DB,IBRD,Latin America & Caribbean
47531,VEN,"Venezuela, RB",Enforcing Contracts Cost % of claim,Total,2013,43.7,DB,IBRD,Latin America & Caribbean
47533,VEN,"Venezuela, RB",Government officials in the judicial branch do not use public office for private gain,Total,2013,0.24,WJP,IBRD,Latin America & Caribbean
47534,VEN,"Venezuela, RB",Government officials in the police and the military do not use public office for private gain,Total,2013,0.37,WJP,IBRD,Latin America & Caribbean
47535,VEN,"Venezuela, RB",Government regulations are applied and enforced without improper influence,Total,2013,0.45,WJP,IBRD,Latin America & Caribbean
47540,VEN,"Venezuela, RB",Registering Property: Procedures,Total,2013,9,DB,IBRD,Latin America & Caribbean
47542,VEN,"Venezuela, RB",Rule of Law,Estimate,2013,-1.82,WDI,IBRD,Latin America & Caribbean
47543,VEN,"Venezuela, RB",The right to life and security of the person is effectively guaranteed,Total,2013,0.32,WJP,IBRD,Latin America & Caribbean
47544,VEN,"Venezuela, RB",Time required to register property (days),Total,2013,52,DB,IBRD,Latin America & Caribbean
47545,VIR,Virgin Islands (U.S.),Rule of Law,Estimate,2013,0.85,WDI,..,Latin America & Caribbean
47546,VNM,Vietnam,Civil justice is effectively enforced,Total,2013,0.39,WJP,IBRD,East Asia & Pacific
47551,VNM,Vietnam,Enforcing Contracts,Total,2013,400,DB,IBRD,East Asia & Pacific
47552,VNM,Vietnam,Enforcing Contracts Cost % of claim,Total,2013,29,DB,IBRD,East Asia & Pacific
47554,VNM,Vietnam,Government officials in the judicial branch do not use public office for private gain,Total,2013,0.28,WJP,IBRD,East Asia & Pacific
47555,VNM,Vietnam,Government officials in the police and the military do not use public office for private gain,Total,2013,0.47,WJP,IBRD,East Asia & Pacific
47556,VNM,Vietnam,Government regulations are applied and enforced without improper influence,Total,2013,0.34,WJP,IBRD,East Asia & Pacific
47561,VNM,Vietnam,Registering Property: Procedures,Total,2013,5,DB,IBRD,East Asia & Pacific
47563,VNM,Vietnam,Rule of Law,Estimate,2013,-0.51,WDI,IBRD,East Asia & Pacific
47564,VNM,Vietnam,The right to life and security of the person is effectively guaranteed,Total,2013,0.74,WJP,IBRD,East Asia & Pacific
47565,VNM,Vietnam,Time required to register property (days),Total,2013,57.5,DB,IBRD,East Asia & Pacific
47570,VUT,Vanuatu,Enforcing Contracts,Total,2013,430,DB,IDA,East Asia & Pacific
47571,VUT,Vanuatu,Enforcing Contracts Cost % of claim,Total,2013,56,DB,IDA,East Asia & Pacific
47577,VUT,Vanuatu,Registering Property: Procedures,Total,2013,4,DB,IDA,East Asia & Pacific
47579,VUT,Vanuatu,Rule of Law,Estimate,2013,0.31,WDI,IDA,East Asia & Pacific
47580,VUT,Vanuatu,Time required to register property (days),Total,2013,118,DB,IDA,East Asia & Pacific
47585,WSM,Samoa,Enforcing Contracts,Total,2013,455,DB,IDA,East Asia & Pacific
47586,WSM,Samoa,Enforcing Contracts Cost % of claim,Total,2013,24.4,DB,IDA,East Asia & Pacific
47592,WSM,Samoa,Registering Property: Procedures,Total,2013,5,DB,IDA,East Asia & Pacific
47594,WSM,Samoa,Rule of Law,Estimate,2013,0.68,WDI,IDA,East Asia & Pacific
47595,WSM,Samoa,Time required to register property (days),Total,2013,15,DB,IDA,East Asia & Pacific
47596,YEM,"Yemen, Rep.",Corruption / Percent of firms identifying the courts system as a major constraint,Total,2013,41.2,ES,IDA,Middle East & North Africa
47597,YEM,"Yemen, Rep.",Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2013,17.1,ES,IDA,Middle East & North Africa
47598,YEM,"Yemen, Rep.",Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2013,7.8,ES,IDA,Middle East & North Africa
47599,YEM,"Yemen, Rep.",Crime / Percent of firms paying for security,Total,2013,27.1,ES,IDA,Middle East & North Africa
